recipe_id,step_number,step_content
33105,7,Pour over the chicken &amp; serve.
17186,1,Preheat oven to 350.
17186,2,Lightly butter a deep 2 1/2 quart baking dish.
17186,3,Fill a large pot with water and bring to a rapid boil.
17186,4,Add macaroni and the 1 TB oil.
17186,5,"Cook for 7 minutes, or until somewhat tender."
17186,6,"Drain well, and return to the pot."
17186,7,"Meanwhile, in a small saucepan, melt 8 TB of the butter."
17186,8,Stir into macaroni.
17186,9,"In a large bowl, combine all of the shredded cheeses."
17186,10,"To the macaroni, add 1 1/2 cups of shredded cheeses, half and half, the cubed cheese and the eggs, and the seasoned salt and pepper."
17186,11,"Transfer to the prepared casserole dish, and top with remaining 1/2 cup shredded cheese."
17186,12,Dot with remaining 1 TB of the butter.
17186,13,Bake for 30-35 minutes or until the edges are golden brown and bubbly.
17186,14,Serve hot.
17186,15,Serves 8.
19023,1,Put olive oil in a sauce pan on medium heat and cook onion and garlic until they are soft.
19023,2,"Then add the white vinegar, ketchup, brown sugar, worcestershire sauce, chili powder, and cayenne pepper."
19023,3,Let this simmer for 30 minutes.
16213,1,"Combine all ingredients except tortillas, mix well."
16213,2,Divide and spread mixture evenly among tortillas.
16213,3,"Roll up tightly, wrap in plastic and refrigerate at least one hour."
16213,4,To serve cut into 12 slices.
16213,5,A nice variation is to add thin slices of ham on top of the spread before rolling.
71109,1,"Add flour, 1/2 cup sugar, salt, and baking powder to a mixing bowl; stir to combine."
71109,2,Add in milk and butter; stir to combine.
71109,3,Spread batter into a greased 8-inch square baking pan.
71109,4,Sprinkle blueberries evenly over batter.
71109,5,Sprinkle with 1/3 cup sugar and drizzle with vanilla.
71109,6,Bake at 350° for 40-45 minutes or until a pick comes out clean.
71109,7,Can serve plain or with ice cream on top.
607,1,"Peel onions and slice 1/8 inch thick, preferably in a food processor."
607,2,"Melt  butter in a 6-quart (or larger) stockpot.  Add onions; cook, uncovered, over low heat for 1 1/2 hours, stirring occasionally."
607,3,"(The long cooking time makes the  onions mellow and sweet.) Stir in pepper, paprika and bay leaf; saute over low  heat 10 minutes more, stirring frequently."
607,4,Pour in 6 cans broth and wine.   Increase heat and bring to a boil.
607,5,Dissolve flour in remaining 1 can broth.
607,6,Stir into boiling soup.
607,7,Reduce heat and simmer slowly for 2 hours.
607,8,"Adjust color to a rich brown with caramel coloring, season with salt. Refrigerate overnight.  To serve, heat soup in microwave or on stove top."
607,9,"If desired, pour into  ovenproof crocks or bowls."
607,10,"Top with a slice of bread and a sprinkling of grated cheese.  Heat under the broiler until cheese melts and bubbles, about 5 minutes."
607,11,Leftover soup can be frozen.
32731,1,Preheat oven to 350.
32731,2,Cook noodles in boiling water; drain.
32731,3,"Meanwhile, brown ground beef and garlic over medium heat; drain."
32731,4,"Combine browned ground beef, spaghetti sauce, and oregano."
32731,5,Spray a casserole dish with cooking spray.
32731,6,Place 1/3 of noodles in bottom of dish.
32731,7,"Top with 1/3 of spaghetti sauce mixture, and 1/3 of cheese."
32731,8,"Repeat twice, ending with cheddar cheese."
32731,9,Bake at 350 for 25-30 minutes.
59336,1,"Just mix everything up together until it is all blended and the oil has emulsified into the yoghurt/sour cream.  Taste for seasoning, and add salt if you think necessary.  Put in a resealable container."
59336,2,Allow to 'sit' in the refrigerator for at least 2-3 hours before using to allow the flavors to come out.
59336,3,"This wonderful meze (we do not think of it as a sauce here- it is a thick 'salata') is used to counterpoint rich, bbq'd meats (like souvlaki/shish kebab), but can be used in more diverse ways."
59336,4,Place a small plate full on your dinner table for people to scoop up small amounts onto their bread (preferably crisp-baked pita).
59336,5,Fry up some zucchini or eggplant slices (dredge in flour and fried in olive oil) and serve with a dollop of tzatziki on top.
59336,6,Use as a salad dressing.
59336,7,A dip for crudites.
59336,8,"Note:  If I have time, I often lightly salt the grated cucumber and put in a colander to drain, then squeeze out water as per usual.  This eliminates even more water."
69407,1,"Cream the butter, sugar and vanilla together."
69407,2,Then add the eggs and mix.
69407,3,Then put in the dry ingredients and mix well.
69407,4,Add the bananas and sour cream and mix.
69407,5,Then add in the chocolate chips and pour into 3 greased loaf pans.
69407,6,"Bake at 350 for 1 hour, or until a toothpick that has been inserted into the center comes out clean."
17987,1,"Add oil, garlic and onion to large stockpot over medium heat."
17987,2,Saute for 3-4 minutes.
17987,3,"Add sage, salt, pepper, broth and squash."
17987,4,Bring to a boil.
17987,5,"Cover, reduce heat and simmer for 20 minutes (or until squash has a tender consistency)."
17987,6,"Use stick blender to lightly puree, leaving some chunks, or puree half of the soup in a food processor or blender and return to pot."
17987,7,Garnish with parmesan cheese and more fresh sage (if desired).
59224,1,"Place chuck roast in large crock pot and sprinkle with the salt and pepper, chili powder and cumin."
59224,2,Add the remaining ingredients and simmer on high for 5 hours or on low for 7-8 hours.
59224,3,Shred the meat with a fork and simmer on high for additional 10-15 minutes.
59224,4,"Serve in enchiladas, tacos or on crusty rolls with the juice for dipping."
208583,1,In a bowl crumble the ground beef with clean hands.
208583,2,"Add in the dry soup mix, egg, garlic, breadcrumbs or crushed soda cracker crumbs, Worcestershire sauce, black pepper and hot sauce (if using)."
208583,3,"Using clean hands mix until combined, add in more breadcrumbs or cracker crumbs if needed to just hold the mixture together (do not overwork the meat or it will be tough)."
208583,4,Divide the ground beef into 6 equal patties (or make 8 small patties).
208583,5,Using your large finger or the back of a small spoon make a shallow dent into the center of each patty (about 1-inch wide).
208583,6,Place the patties onto a large plate or a small cookie sheet; cover with plastic wrap and refrigerate for a minimum of 6 hours or up to 24 hours to blend flavors.
208583,7,Grill or pan fry the burgers as desired until cooked through (if desired sprinkle a small amount of seasoned salt on top while cooking the patties).
208583,8,Serve burgers in toasted buns with choice of condiments.
208583,9,"TIPS FOR EXTRA JUICINESS;   shape the hamburger into a ball, press 1 tablespoon cold butter into the middle then  seal the meat around the ball then flatten into burger shapes ----or add in 2-4 tablespoons raw finely grated potato into the hamburger mixture then shape into patties, use no more than 4 tablespoons for 2 pounds of ground beef or the burgers will take on a meatloaf texture."
183081,1,"In a mixing bowl, dissolve yeast in warm water."
183081,2,Add oil and sugar and let stand for 5 minutes.
183081,3,"Add the egg, salt and enough flour to form a soft dough."
183081,4,"Turn onto a floured surface and knead until smooth and elastic, about 3 to 5 minutes."
183081,5,Do not let rise.
183081,6,Divide into 12 pieces and shape each into a ball.
183081,7,"Place 3"" apart on greased baking sheets."
183081,8,Cover and let rest for 10 minutes.
183081,9,Bake at 425° for 8 to 12 minutes or until golden brown.
183081,10,Remove from pans to wire rack to cool.
50767,1,"Mix chicken, cream cheese, chives, milk, and salt in a medium bowl (mixing with hands works best) to make filling, and store in a 1 qt freezer bag."
50767,2,"Put crouton crumbs in another 1 qt bag, attach it to bag of chicken filling, and freeze."
50767,3,Refrigerate crescent rolls.
50767,4,"To prepare for serving, thaw chicken mixture."
50767,5,Preheat oven to 350°F.
50767,6,Unroll crescent rolls.
50767,7,Each tube will contain 4 rectangles of dough with a diagonal perforation.
50767,8,Press dough along each perforation so the rectangle halves will not separate.
50767,9,Place about 1/4 cup of the chicken mixture into the center of each rectangle.
50767,10,"Fold dough over the filling, and pinch the edges to seal tightly."
50767,11,"Dip each packet in melted margarine, and coat with crouton crumbs."
50767,12,Place packets on a baking sheet.
50767,13,Bake for 20 minutes or until golden brown.
50767,14,Packets are good either hot or cold.
79308,1,Over medium heat spray a large dutch oven with non stick cooking spray.
79308,2,"Saute ground turkey, green pepper, and onion until lightly browned and onion and pepper are soft."
79308,3,Add the remaining ingredients plus the water and stir well.
79308,4,Cook over medium heat for 30 minutes.
79595,1,Microwave (or bake in oven at 400 for 1hr) the potatoes until done.
79595,2,Allow to cool a bit.
79595,3,"Slice about a 1"" strip of the skin off the top of each potato."
79595,4,"Carefully scoop out the pulp, placing in a large bowl, and leaving potato shells intact."
79595,5,Mash the potato pulp along with the margarine.
79595,6,"Add milk, sour cream, cheese, salt and pepper; combining well."
79595,7,"Spoon the mixture back into the potato shells, piling high."
79595,8,Top with the crumbled bacon or bacon bits.
79595,9,Bake at 400 for 15 minutes.
107190,1,Preheat oven to 375 degrees F.
107190,2,Grease a 2-quart casserole dish.
107190,3,Cook the egg noodles in boiling salted water; drain then toss with 2 tablespoons butter.
107190,4,"In a large saucepan, mix the undiluted mushroom soup, garlic powder, Parmesan cheese (if using) milk or half and half, sour cream, salt, pepper, chopped onion, pimiento, bell pepper and celery; cook over low heat, stirring frequently for 15 minutes."
107190,5,Add in the tuna or chicken; mix to combine.
107190,6,Combine the mixture with the cooked egg noodles.
107190,7,Transfer to prepared greased baking dish.
107190,8,Sprinkle top with the broken Ritz crackers.
107190,9,Bake for about 25 minutes.
4178,1,Mix first 3 ingredients together.
4178,2,"Add: margarine and Jiffy corn bread mix, Pour into well greased 8x8 casserole dish."
4178,3,Bake for 1 hour at 375 degrees.
109264,1,Preheat oven to 400°F.
109264,2,Hamburgers: Mix first 6 ingredients and press into an ungreased 10 by 15 inch jelly roll pan.
109264,3,Prick with a fork.
109264,4,Bake for 10 minutes.
109264,5,Drain off juices (if there's a lot of excess).
109264,6,Cool.
109264,7,Cut into 24 squares.
109264,8,Place squares on dinner rolls.
109264,9,Combine mustard and ketchup and spread on rolls.
109264,10,"Top with pickles and cheese, if desired."
109264,11,This makes 12 servings of 2 hamburgers each.
14756,1,Prepare muffin pans by rolling out pie dough and cutting 4-inch (approx) circles; fit dough circles into muffin cups; set aside in fridge until ready to fill.
14756,2,"In a small bowl, place raisins and cover with hot tap water; let stand on the counter for 30 minutes."
14756,3,"In a large bowl, using a wooden spoon, mix together the soft butter, brown sugar, salt and corn syrup; stir well until sugar is dissolved and butter is creamed."
14756,4,Add egg and vanilla and mix well.
14756,5,Drain raisins.
14756,6,Retrieve tart shells and divide raisins equally into all shells; then divide butter mixture into all tarts.
14756,7,Bake at 400F for 15-20 minutes; filling will be lightly browned but still bubbling.
14756,8,Canadians fall into two camps about butter tarts and are quite loyal to their favourite type: runny or firm.
14756,9,"I like runny-- the type that dribbles when you bite into one; if you like firm, bake them for the full 20 minutes, even adding another minute or two if you wish."
14756,10,Let cooked butter tarts cool in pans for 10 minutes after removing from oven; then remove and place on racks until completely cool.
67781,1,Line the bottom of a 13 by 9 by 2-inch dish with 1 bag of cookies and layer bananas on top.
67781,2,"In a bowl, combine the milk and pudding mix and blend well using a hand held electric mixer."
67781,3,"Using another bowl, combine the cream cheese and condensed milk together and mix until smooth."
67781,4,Fold the whipped topping into the cream cheese mixture.
67781,5,Add the cream cheese mixture to the pudding mixture and stir until well blended.
67781,6,Pour the mixture over the cookies and bananas and cover with the remaining cookies.
67781,7,Refrigerate until ready to serve.
87864,1,Preheat oven to 350.
87864,2,"In a small saucepan, melt unsweetened and semisweet chocolates with butter over low heat, set aside to cool slightly."
87864,3,"In a mixing bowl, beat eggs and sugar until light and pale colored. Mix in 1 tsp vanilla."
87864,4,"Add flour, salt and melted chocolate."
87864,5,Stir to combine.
87864,6,Pour into a greased 9 in square baking pan.
87864,7,Bake at 350 for 20 - 25 minutes or until brownies test done with toothpick coming clean but with moist crumbs clinging to it.
87864,8,Do not overbake.
87864,9,Cool.
87864,10,"For filling, add peanut butter and butter in a mixing bowl and mix until thoroughly combined and smooth. Note: You will get a much taller filling (as pictured) if you whip this with an electric mixture to incorporate lots of air."
87864,11,"Slowly add powdered sugar, mixture will be a bit crumbly."
87864,12,Blend in cream until mixture is fluffy and reaches desired spreading consistency.
87864,13,"Spread over cooled brownies, cover and chill until firm."
87864,14,"For glaze, melt chocolate and butter in saucepan, stir until smooth."
87864,15,Drizzle over the filling.
87864,16,Chill well before cutting.
87864,17,Let sit at room temperature for 10 - 15 minutes before serving.
87864,18,You don't want to serve these ice cold out of the refrigerator.
28377,1,Soak noodles in very hot tap water.
28377,2,"While noodles are soaking, cut chicken into thin julienne strips."
28377,3,"Heat oil in deep skillet over medium-high heat; add chicken; garlic, ginger, and pepper flakes."
28377,4,"Cook, stirring for 1 minute; then add broth and fish sauce and bring to a boil."
28377,5,"Reduce heat to medium and simmer until chicken is done, about 8 minutes."
28377,6,"Drain noodles and cut into short pieces, about 1-1 1/2 inches long."
28377,7,"Arrange noodles in bottom of bowls; ladle soup over the top and sprinkle with cilantro, onion, and basil."
28377,8,"Serve with""Tuong Ot Sriracha"" (Viet hot sauce), or chile paste, if desired."
22539,1,Preheat oven to 350 degrees fahrenheit.
22539,2,Cook ziti according to package directions; drain; set aside.
22539,3,"Mix ricotta, egg, parsley, 1-1/2 cups of the mozarella cheese, and parmesan cheese in a large bowl."
22539,4,Mix cooked sausage and pasta in with ricotta mixture.
22539,5,Mix in 3/4 jar of sauce.
22539,6,Transfer mixture into a 2 quart casserole dish.
22539,7,Top with the rest of the sauce and mozarella cheese.
22539,8,"Bake for 30 to 35 minutes, or until hot and bubbly."
22539,9,To freeze: Cover dish with foil and freeze. When frozen you can pop it out of the container and put in a freezer bag if desired.
22539,10,To heat: Thaw. Preheat oven to 350 degrees Fahrenheit. Cover and bake for 20 minutes. Uncover and bake for 10-15 minutes more.
37638,1,"In a large skillet, heat the oil over medium heat."
37638,2,"Add rice and onion and cook (about 5-10 minutes) stirring occasionally, until rice is golden brown and onion is tender."
37638,3,Stir in remaining ingredients and bring to a boil.
37638,4,"Reduce heat, cover and simmer for about 30 minutes, stirring occasionally, until rice is tender."
16705,1,Do not pre-heat the slow cooker.
16705,2,"Dice up the onion, add to crock pot."
16705,3,"Rub the ribs with salt and pepper, add to crock pot."
16705,4,Dump BBQ sauce on top.
16705,5,Cook on low setting for 8-10 hours.
16705,6,Try not to lift the lid too much.
16705,7,The meat will FALL OFF THE BONE!
301754,1,Combine first seven ingredients in a large crock pot; cover and cook on HIGH for 4 hours or LOW for 8 hours (potato should be tender).
301754,2,Mash mixture until potatoes are coarsely chopped and soup is slightly thickened.
301754,3,"Stir in cream, cheese and chives."
301754,4,"Top with sour cream (if used), sprinkle with bacon and more cheese."
98869,1,Cake:
98869,2,Mix all cake ingredients by hand in order given.
98869,3,Pour in a greased 9 x 13 inch pan or springform pan.
98869,4,Bake at 350 degrees for 45 minutes and remove.
98869,5,Topping:
98869,6,In saucepan mix all ingredients and bring to a slow boil for 3 minutes.
98869,7,Pour over cake and return to oven for 4 minutes.
64015,1,Stir the powdered sugar and the milk until smooth.
64015,2,Beat in corn syrup and vanilla until icing is smooth and glossy.
64015,3,"If it's too thick, add more corn syrup."
64015,4,Divide icing into separate bowls and stir in food coloring as desired.
64015,5,"You can dip the cookies, paint them with a paint brush or spread them using a knife or the back of a spoon."
13307,1,Measure oatmeal and blend in a blender to a fine powder.
13307,2,Cream the butter and both sugars.
13307,3,Add eggs and vanilla.
13307,4,"Mix together with flour, oatmeal, salt, baking powder and soda."
13307,5,"Add chocolate chips, grated Hershey Bar and nuts."
13307,6,Roll into 1 inch balls and place 2-inches apart on a cookie sheet.
13307,7,Bake for 10 minutes at 375° or until golden.
259573,1,Place the eggs in a saucepan.
259573,2,Cover the eggs with lukewarm water.
259573,3,Add in vinegar and pinch salt.
259573,4,Bring to a full boil over medium heat; boil for 2 minutes (start timing after the water reaches a full boil).
259573,5,Remove from heat cover with a tight lid.
259573,6,Allow the eggs to stand for 11 minutes.
259573,7,Drain the eggs a couple times under very cold water.
259573,8,Cover the eggs with cold water then add in some ice.
259573,9,Allow the eggs to sit in ice water for about 3 minutes.
259573,10,Drain and peel.
73469,1,Preheat oven to 350 degrees.
73469,2,Grease and flour two 9 x 5-inch loaf pans.
73469,3,"Combine flour, cinnamon, baking soda and salt in large bowl."
73469,4,"Combine sugar, pumpkin, eggs, vegetable oil and apple juice in large mixer bowl; beat until just blended."
73469,5,Add pumpkin mixture to flour mixture; stir just until moistened.
73469,6,Fold in apples.
73469,7,Spoon batter into prepared loaf pans.
73469,8,Bake for 65 to 70 minutes or until wooden pick inserted in center comes out clean.
73469,9,Cool in pans on wire racks for 10 minutes; remove to wire racks to cool completely.
73469,10,To make using three 8 X 4-inch loaf pans: Prepare as above and bake for 60 to 65 minutes.
73469,11,To make using five or six 5 X 3-inch mini-loaf pans: Prepare as above and bake for 55 to 60 minutes.
96886,1,Set oven to 350°F.
96886,2,Generously grease a 11 x 7-inch baking dish.
96886,3,"In a large bowl, combine all ingredients with a wooden spoon, mixing very well to combine."
96886,4,"Season with salt, pepper and cayenne to taste."
96886,5,Transfer the mixture to the prepared baking dish then sprinkle with Parmesan cheese.
96886,6,Bake uncovered or covered for 25 minutes or until set (over baking will cause a heavier denser texture if you prefer a lighter texture then bake just until set).
96886,7,Top with mozzarella cheese the last 5 minutes of baking (if using).
96886,8,"Note: for a more fluffier texture casserole, 4 eggs may be used."
57679,1,Preheat oven to 350 degrees.
57679,2,Beat softened cream cheese until creamy.
57679,3,Add sweetened condensed milk and beat to incorporate.
57679,4,Add egg yolks and beat well.
57679,5,Add lime juice and beat till combined.
57679,6,Pour mixture into pie crust and spread with spatula until evenly distributed.
57679,7,Place on cookie sheet and then into the oven and bake for 10 min.
57679,8,until the filling begins to set.
57679,9,Remove from oven and allow to cool on rack at room temp.
57679,10,Then place in the refrigerator for at least an hour.
57679,11,Two works better.
57679,12,Cut into 8 slices and serve with a generous helping of whipped cream.
126611,1,"Cook pastas, set aside to drain and cool a bit."
126611,2,"In large bowl or punch bowl, add rest of ingredients, folding gently til well mixed."
126611,3,Gently fold in pastas well.
126611,4,"Adjust seasoning to taste, meaning, add more salt, parmesan, etc., til you like it."
126611,5,"Serve immediately, or refrigerate."
126611,6,"*If you make this say a day ahead of time, you'll need to ""refresh"" this. Just add a bit more olive oil, salt and parmesan before serving."
126611,7,"This salad is best, though, room temp, or even slightly warm."
111734,1,"Brown ground beef, onion, garlic and seasoning in oil."
111734,2,Drain.
111734,3,"While beef is browning, cook pasta according to the packaging"
111734,4,"Stir in pasta, spaghetti sauce and 3 cups cheese."
111734,5,Place mixture in 2 greased 9x13x2 inch baking pans or 4 square pans.
111734,6,Sprinkle with remaining mozzarella.
111734,7,Top with pepperoni.
111734,8,Cover and freeze up to 3 months.
111734,9,"To cook now: Bake uncovered at 350 degrees for 25-30 minutes, until heated through."
111734,10,"To bake frozen casserole: Thaw in refrigerator overnight and bake at 350 for 35-40 minutes, till hot."
82945,1,Preheat the oven to 400 degrees F.
82945,2,"In the bowl of a stand mixer, cream butter and sugar. Add the egg and vanilla."
82945,3,In a separate bowl mix together baking powder and flour. Slowly add the flour mixture to the butter mixture until fully incorporated.
82945,4,Roll out on lightly floured board to desired thickness.
82945,5,"Cutout 2-1/2"" hearts and bake at 400 degrees for 7- 10 minutes."
82945,6,Should be light in color with light browning on the edges.
82945,7,Remove from oven and let cool on cookie sheet 5 minutes before transferring to a wire rack to cool completely.
8650,1,Mix everything together in food processor except the oil and lemon.
8650,2,"Once everything is mixed well, drizzle with lemon and oil."
8650,3,Mix until well blended.
8650,4,Serve on pasta or just about anything that needs a pick me up.
8650,5,Will keep in refrigerator for 2-3 days.
8650,6,Enjoy!
96514,1,"Note: Due to its sticky nature, this recipe is best made in a standing mixer with a dough hook; the truly persistent could probably make this by hand with a bowl and a wooden spoon-- these rolls are worth the extra effort."
96514,2,Sprinkle the yeast over the warm milk and let sit for approximately 5 minutes to proof.
96514,3,"Add sugar, 1/2 cup melted butter, salt and eggs; mix well."
96514,4,Add flour and mix well.
96514,5,"Blend at medium-low speed for about 5-10 minutes, scraping down sides once or twice."
96514,6,Cover bowl with plastic wrap and a towel; let rise in bowl about 1 hour or til doubled.
96514,7,"Remove the towel and plastic wrap and turn mixer on low to""punch down"" the dough; if you wish, you can let the dough raise a second time as it makes for a more flavorful roll."
96514,8,"Remove the dough from the bowl and divide into 36""plops""; The dough will be very sticky."
96514,9,"Place""plops"", edges just touching, in a buttered 9x13 baking pan; don't bother trying to smooth out the""plops""-- they will smooth out as they raise."
96514,10,"Cover pan with plastic wrap and let rise til doubled, about 30-40 minutes."
96514,11,Melt the reserved butter and drizzle over the top of the rolls before baking.
96514,12,Bake at 400°F for 10-15 minutes or until golden.
18888,1,"In 13x9 pan, spoon a little of the sauce."
18888,2,Place 3 lasagna noodles on the sauce.
18888,3,"Mix cottage cheese, egg, and parmesan cheese in a bowl."
18888,4,Spread 1/3 of this over noodles.
18888,5,Add 1/3 of the sauce.
18888,6,Sprinkle with 1 cup mozzarella.
18888,7,"Now, add 3 more noodles, 1/3 more cottage cheese mixture, 1/3 more sauce."
18888,8,Add 1 cup more mozzarella cheese.
18888,9,"One more time, do the layers."
18888,10,Bake in 350°F oven for about 1 hour.
18888,11,Top should be light brown and bubbly.
24088,1,Slice up fresh strawberries until you have enough to fill a one cup measure.
24088,2,"Add to a blender or food processor, or if you only have a stick mixer, just put it in a large pyrex jug."
24088,3,Add rest of ingredients.
24088,4,Blend until smooth.
24088,5,"You may want to try this a little bit cooler for summer days, omit the water and add a few ice cubes."
24088,6,I only leave out the ice cubes because my food processor can't handle hard ice.
24088,7,"Also it does tend to separate if you leave it sitting around for a minute, Don't let this put you off, just stir it up a bit, it tastes the same, just tends to be more frothy at the top then."
30951,1,"Cook beans in water, until tender."
30951,2,"In a fry, melt butter and add garlic salt, sugar, basil, salt and pepper."
30951,3,"Swish cherry tomato halves around until barely soft and heated, but not squishy."
30951,4,Add the drained beans and mix well.
30951,5,"(TO SAVE TIME, you can use drained canned green beans instead of fresh green beans and canned stewed tomatoes instead of fresh cherry tomatoes. Just add the canned vegetables to the butter/basil mixture and heat through. I do this frequently and it works o)."
158832,1,Peel and slice potatoes about 1/8 inch thick or thinner.
158832,2,Slice onion thinly.
158832,3,"In a large frying pan on medium-high heat, melt butter, add olive oil."
158832,4,"Add sliced potatoes and onions, cover and fry for 10 minutes.  Using a spatula, turn the potatoes and onions over so they do not break apart.  If potatoes appear too dry, add some additional butter."
158832,5,"Sprinkle with granulated garlic powder, dried dill weed, salt and pepper and continue to fry with cover removed for another 5 minutes or until potatoes begin to turn slightly brown; turning occasionally."
158832,6,Serve hot with your meal.
158832,7,"Note:  You may use 2 or 3 large garlic cloves (chopped small), instead of granulated garlic powder. Add to the potatoes after the first 10 minutes of cooking time."
69983,1,Preheat oven to 350°F.
69983,2,Grease and flour one glass 9 x 13 inch pan.
69983,3,"In a mixing bowl, beat together the eggs, sugar, oil and pumpkin."
69983,4,"Sift together the flour, baking powder, salt, baking soda, salt and cinnamon; add to wet ingredients and mix thoroughly."
69983,5,Spread into prepared pan.
69983,6,Bake at 350° for 25 to 30 minutes.
69983,7,Remove from oven and allow to cool.
69983,8,"For the frosting: beat together the cream cheese, butter and confectioner's sugar."
69983,9,Evenly spread over bars after they have cooled.
133513,1,Cook ramen noodles according to package instructions for 3 minutes blah blah and drain well in a colander.
133513,2,If you don't know how to cook ramen noodles you are too stupid to cook. Call Dominos and have them deliver you a pizza.
133513,3,"Whisk eggs, onions, the seasoning packet, sesame oil, soy sauce, and baking powder with a fork in a small bowl and toss in the cooked ramen noodles."
133513,4,Heat butter on med high heat in an 8 inch nonstick skillet.
133513,5,"Throw the ramen noodle/egg mixture in the skillet and cook it. I reiterate if you don't know to to cook ramen noodles call Dominos because you are obviously, stupid.  :(."
133513,6,"Flip the patty over and cook the other side until the egg is set, about two more minutes."
133513,7,Flip over again and cook about 1 minute more.
133513,8,Serve with soy sauce if you wish or an egg foo yung sauce.
46072,1,"In a medium saucepan, bring 1 1/2 cups water to a boil."
46072,2,Add rice and stir.
46072,3,"Reduce heat,cover and simmer for 20 minutes."
46072,4,"In another saucepan, combine the cooked rice, with 1 1/2 cups milk, sugar and salt."
46072,5,"Cook over medium heat until thick and creamy, 15 to 20 minutes."
46072,6,"Stir in remaining 1/2 cup milk, beaten egg and raisins."
46072,7,"Cook 2 minutes more, stirring constantly."
46072,8,"Remove from heat, and stir in butter and vanilla."
46072,9,Serve warm.
107544,1,"Crust: Mix all nuts and vanilla wafer crumbs with melted butter and press into a 9 inch buttered springform pan, trying to line the sides as much as possible about 1 1/2"" up the sides of the pan, set aside."
107544,2,Cheesecake: All above ingredients should be at room temperature before your begin.
107544,3,Start by beating the cream cheese until light and fluffy.
107544,4,Keep the mixer on a low setting throughout the beating and mixing process.
107544,5,Add the sugar a little at a time and continue beating until creamy.
107544,6,Add one egg at a time and beat after each egg.
107544,7,"When eggs have been mixed into the cream cheese add flour, vanilla and lemon juice, mix well."
107544,8,Add the sour cream last and beat well.
107544,9,Pour cream cheese into the spring pan.
107544,10,Place on the top rack in the middle of a 325 degrees preheated oven for one hour and 15 minutes.
107544,11,"When time is up, turn oven off, prop open oven door and leave in oven for one hour."
107544,12,"After one hour, remove from oven."
107544,13,Let cool enough before the cheesecake is put into the refrigerator for 24 hours.
107544,14,A cheesecake should season.
107544,15,The wait is worth it.
107544,16,The flavor ripens and becomes enriched.
84324,1,Heat vegetable oil in a large saucepan.
84324,2,Add the chopped onion and one teaspoon of cumin seeds to the oil.
84324,3,"Stir together and cook until onions become creamy, golden, and translucent."
84324,4,"Add chopped coriander stalks, two teaspoons of turmeric, and one teaspoon of salt."
84324,5,Add chopped chillis (according to taste) Stir tomatoes into onion mixture.
84324,6,Add ginger and garlic; mix thoroughly.
84324,7,Add potatoes and cauliflower to the sauce plus a few tablespoons of water (ensuring that the mixture doesn't stick to the saucepan).
84324,8,Ensure that the potatoes and cauliflower are coated with the curry sauce.
84324,9,Cover and allow to simmer for twenty minutes (or until potatoes are cooked).
84324,10,Add two teaspoons of Garam Masala and stir.
84324,11,Sprinkle chopped coriander leaves on top of the curry.
84324,12,"Turn off the heat, cover, and leave for as long as possible before serving."
211485,1,Preheat the oven to 180C or 350°F.
211485,2,Select a sturdy oven dish - preferably non-stick.
211485,3,Place the chicken breasts into the baking dish.
211485,4,"Mix the honey, mustard, water, ginger &amp; crushed garlic (and cayenne pepper if using) together in a measuring jug."
211485,5,"Pour over the chicken breasts, easing them up slightly so the mixture runs underneath them."
211485,6,Season with salt and freshly ground black pepper to taste and bake in the oven for 45 to 60 minutes.
211485,7,Serve one chicken breast per person with some of the cooking sauce drizzled over the top of the chicken.
211485,8,Garnish with chopped parsley &amp; serve with a medley of steamed vegetables &amp; pasta.
211485,9,"To pan fry, heat up a frying pan and add the chicken breasts - dry fry them briefly to give them a bit of colour and add the cooking sauce, mix well and cook for about 20- 30 minutes over a medium heat."
211485,10,Serve as before.
49230,1,"In a large skillet, heat 1 tablespoons of the oil and brown roast on both sides, seasoning with salt and pepper; remove to a platter and keep warm."
49230,2,"Add the remaining tbsp of oil to the pan and add the onions, cook until they just start to wilt then add the garlic, them cook until the onions are tender, a few minutes more."
49230,3,"Add the bouillon cubes to the hot water and stir to dissolve; add that to the skillet along with the beer, brown sugar, mustard, and vinegar; stir to mix well."
49230,4,Pour mixture into the bottom of the crock pot.
49230,5,"Place roast on top of liquid, cutting into pieces if it doesn't lay flat."
49230,6,Set the crock pot on low and cook for 7-8 hours.
49230,7,"Remove meat from crock pot and pour liquid into a pan on the stove; heat to a boil, and mix a slurry out of the cornstarch and water; thicken pan liquid with slurry to make a gravy."
49230,8,Serve gravy over meat or with potatoes or noodles.
105726,1,Set oven to 375°F.
105726,2,** FOR GARLIC BREAD; cut slices down the length of the bread about 1-inch intervals without cutting all the way through.
105726,3,"In a bowl, combine the softened butter with garlic, parsley and Parmesan cheese; mix well to combine."
105726,4,"Spread the butter/garlic mixture between bread slices, and then on the top of the loaf (you may sprinkle more Parmesan cheese on top of the loaf if desired)."
105726,5,Wrap the bread in heavy-duty foil leaving the top partially uncovered.
105726,6,Bake until heated through (about 15 minutes).
105726,7,"** FOR GARLIC TOAST; slice the bread into slices, then spread the garlic butter mixture over the top of each slice of bread, then sprinkle more Parmesan cheese over the top of each slice or you can sprinkle shredded cheddar cheese on top in place of the Parmesan."
105726,8,Place onto a baking sheet and bake (350 degrees F) until lightly toasted to desired doneness.
105726,9,Serve warm.
